2024-01-17 14:25:35,391 INFO    StreamThr :71473 [internal.py:wandb_internal():86] W&B internal server running at pid: 71473, started at: 2024-01-17 14:25:35.390691
2024-01-17 14:25:35,391 DEBUG   HandlerThread:71473 [handler.py:handle_request():146] handle_request: status
2024-01-17 14:25:35,393 INFO    WriterThread:71473 [datastore.py:open_for_write():87] open: /media/ruben/data/documents/unief/thesis/thesis_manta_ray/wandb/run-20240117_142535-00z8c67d/run-00z8c67d.wandb
2024-01-17 14:25:35,394 DEBUG   SenderThread:71473 [sender.py:send():382] send: header
2024-01-17 14:25:35,397 DEBUG   SenderThread:71473 [sender.py:send():382] send: run
2024-01-17 14:25:36,103 INFO    SenderThread:71473 [dir_watcher.py:__init__():211] watching files in: /media/ruben/data/documents/unief/thesis/thesis_manta_ray/wandb/run-20240117_142535-00z8c67d/files
2024-01-17 14:25:36,103 INFO    SenderThread:71473 [sender.py:_start_run_threads():1136] run started: 00z8c67d with start time 1705497935.390903
2024-01-17 14:25:36,107 DEBUG   HandlerThread:71473 [handler.py:handle_request():146] handle_request: check_version
2024-01-17 14:25:36,107 DEBUG   SenderThread:71473 [sender.py:send_request():409] send_request: check_version
2024-01-17 14:25:36,192 DEBUG   HandlerThread:71473 [handler.py:handle_request():146] handle_request: run_start
2024-01-17 14:25:36,193 DEBUG   HandlerThread:71473 [system_info.py:__init__():27] System info init
2024-01-17 14:25:36,193 DEBUG   HandlerThread:71473 [system_info.py:__init__():42] System info init done
2024-01-17 14:25:36,193 INFO    HandlerThread:71473 [system_monitor.py:start():194] Starting system monitor
2024-01-17 14:25:36,193 INFO    SystemMonitor:71473 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-01-17 14:25:36,194 INFO    HandlerThread:71473 [system_monitor.py:probe():214] Collecting system info
2024-01-17 14:25:36,194 INFO    SystemMonitor:71473 [interfaces.py:start():190] Started cpu monitoring
2024-01-17 14:25:36,194 INFO    SystemMonitor:71473 [interfaces.py:start():190] Started disk monitoring
2024-01-17 14:25:36,195 INFO    SystemMonitor:71473 [interfaces.py:start():190] Started memory monitoring
